finishedfloor1squarefeet,numberofstories,logerror,fireplaceflag,regionidcity,finishedsquarefeet6,regionidzip,typeconstructiontypeid,buildingclasstypeid,longitude,fireplacecnt,regionidcounty,taxdelinquencyflag,pooltypeid10,storytypeid,structuretaxvaluedollarcnt,poolsizesum,garagetotalsqft,censustractandblock,poolcnt,calculatedfinishedsquarefeet,taxdelinquencyyear,latitude,roomcnt,bedroomcnt,yardbuildingsqft17,basementsqft,hashottuborspa,taxamount,threequarterbathnbr,unitcnt,buildingqualitytypeid,assessmentyear,parcelid,landtaxvaluedollarcnt,propertylandusetypeid,propertycountylandusecode,yearbuilt,regionidneighborhood,fips,decktypeid,heatingorsystemtypeid,airconditioningtypeid,architecturalstyletypeid,propertyzoningdesc,garagecarcnt,rawcensustractandblock,fullbathcnt,transactiondate,finishedsquarefeet50,calculatedbathnbr,pooltypeid7,taxvaluedollarcnt,finishedsquarefeet12,finishedsquarefeet13,yardbuildingsqft26,finishedsquarefeet15,lotsizesquarefeet,bathroomcnt,pooltypeid2
,1,-0.008,,24812,,97043,,,-117936607,2,1286,,,,434259.0,,736,60590017063008,1,3597.0,,33888354,8.0,4.0,,,,12465.9,1,,,2015,14136018,594141.0,261,122,1971.0,,06059,,,13,,,3,060590017.063008,3,2016-02-19,,3.5,1,1028400.0,3597,,,,23075.0,3.5,
1171,2,0.001,,34278,,96385,,,-118789241,1,2061,,,,339133.0,,0,61110074023000,,2303.0,,34185197,7.0,3.0,,,,7788.54,1,,,2015,17290121,339133.0,266,1129,1996.0,,06111,,,,,,2,061110074.023000,2,2016-07-15,1171,2.5,,678266.0,2303,,,,,2.5,
,,0.0286,,24174,,96090,,,-118239762,,3101,Y,,,18536.0,,,60375425012003,,1514.0,14,33894571,0.0,4.0,,,,895.16,,2,7,2015,12276132,12014.0,246,0200,1948.0,,06037,,,,,CORM*,,060375425.012003,2,2016-01-12,,2.0,,30550.0,,,,1514,6286.0,2.0,
,,-0.0212,,,,96373,,,-118484000,,3101,,,,146211.0,,,60379200281011,,1001.0,,34445600,0.0,2.0,,,,3497.15,,1,7,2015,11124443,99693.0,266,010E,2001.0,,06037,,2,1,,LCA21*,,060379200.281011,2,2016-09-02,,2.0,,245904.0,1001,,,,79589.0,2.0,
,,0.01,,15554,,96993,,,-117584180,,1286,,,,96215.0,,0,60590320551001,,1174.0,,33647680,0.0,3.0,,,,2596.8,1,,,2015,14628051,98805.0,266,34,1987.0,,06059,,,,,,2,060590320.551004,2,2016-08-18,,2.5,,195020.0,1174,,,,,2.5,
1243,1,-0.0419,,34278,,96383,,,-118872424,,2061,,,,257972.0,,437,61110068003001,,1739.0,,34188409,9.0,4.0,,,,5498.5,1,,,2015,17282367,257972.0,261,1111,1963.0,,06111,,,,,,2,061110068.003001,2,2016-05-03,1243,2.5,,515944.0,1739,,,,11200.0,2.5,
,,-0.0661,,46098,,96963,,,-117745539,,1286,,,,105294.0,,0,60590626493010,,1206.0,,33601258,0.0,2.0,,,,2894.34,,,,2015,14612541,180435.0,266,34,1980.0,,06059,,,,,,1,060590626.493010,2,2016-03-17,,2.0,,285729.0,1206,,,,,2.0,
,,0.0188,,12447,,96024,,,-118328543,,3101,,,,130000.0,,,60372352022012,,2287.0,,33971151,0.0,5.0,,,,9964.82,,1,4,2015,11396746,350000.0,261,0100,1930.0,115729,06037,,7,,,LAR1,,060372352.022012,2,2016-02-12,,2.0,,480000.0,2287,,,,6367.0,2.0,
,,0.3119,,20008,,96508,,,-117756494,,3101,,,,84911.0,,,60374022002017,,1744.0,,34073093,0.0,3.0,,,,2317.93,,1,7,2015,12892163,88562.0,261,0100,1952.0,,06037,,2,,,POR17200*,,060374022.002017,2,2016-10-12,,2.0,,173473.0,1744,,,,10427.0,2.0,
,,-0.0202,,44116,,96208,,,-118136961,,3101,,,,48527.0,,,60375540022000,,1644.0,,33893094,0.0,3.0,,,,1164.96,,1,7,2015,12342761,25270.0,261,0100,1958.0,,06037,,2,,,BFR106,,060375540.022000,2,2016-02-26,,2.0,,73797.0,1644,,,,6793.0,2.0,
1558,1,-0.0987,,27110,,97118,,,-118775471,1,2061,,,,67446.0,,453,61110075051002,,1558.0,,34259040,7.0,4.0,,,,1258.3,,,,2015,17254249,17455.0,261,1111,1976.0,,06111,,,,,,2,061110075.051002,2,2016-11-17,1558,2.0,,84901.0,1558,,,,7000.0,2.0,
1616,2,-0.0587,,34278,,96351,,,-118977507,1,2061,,,,563028.0,412,602,61110058022015,1,3063.0,,34171881,8.0,4.0,,,,10281.3,,,,2015,17194324,375352.0,261,1111,2001.0,46736,06111,,,,,,2,061110058.022015,3,2016-09-23,1616,3.0,1,938380.0,3063,,,,7510.0,3.0,
,,0.1053,,21412,,97079,,,-117710279,,1286,,,,512807.0,,765,60590218281002,1,3585.0,,33888118,0.0,4.0,,,true,15834.86,1,,,2015,14166994,878193.0,261,122,1992.0,,06059,,,,,,3,060590218.281002,3,2016-01-15,,3.5,,1391000.0,3585,,,,15000.0,3.5,1
,,-0.0377,,40227,,97329,,,-118158937,,3101,,,,167149.0,,,60379102081017,1,2021.0,,34599275,0.0,5.0,,,,3542.99,,1,4,2015,11189581,41784.0,261,0101,1989.0,,06037,,2,1,,PDRPD6.6U*,,060379102.081017,3,2016-01-14,,3.0,1,208933.0,2021,,,,6628.0,3.0,
,,-0.0274,,14634,,96171,,,-117982354,,3101,,,,68725.0,,,60375002012020,1,2074.0,,33947067,0.0,4.0,,,,1766.27,,1,4,2015,12829935,30779.0,261,0101,1955.0,,06037,,2,,,WHR109,,060375002.012020,3,2016-04-28,,3.0,1,99504.0,2074,,,,9332.0,3.0,
,,0.207,,12447,,96029,,,-118372780,,3101,,,,407304.0,,,60372148003003,,3094.0,,34068530,0.0,5.0,,,,13865.97,,1,4,2015,11985349,716543.0,261,0100,1933.0,276450,06037,,2,,,LAR1,,060372148.003003,4,2016-07-12,,4.0,,1123847.0,3094,,,,6135.0,4.0,
,,-0.1009,,19177,,96117,,,-118386297,,3101,,,,753087.0,,,60376204001001,,2042.0,,33897300,0.0,3.0,,,,14205.68,,1,4,2015,11478385,502058.0,269,010D,1987.0,,06037,,2,,,MNRPD,,060376204.001001,3,2016-11-08,,3.0,,1255145.0,2042,,,,2526.0,3.0,
,,0.2957,,12447,,96030,,,-118461252,,3101,,,,89852.0,,,60372654101005,,1649.0,,34064357,0.0,2.0,,,,19214.94,,1,4,2015,11646744,87082.0,261,0100,1941.0,113910,06037,,2,,,LAR1,,060372654.101005,2,2016-03-02,,2.0,,176934.0,1649,,,,5251.0,2.0,
,,0,,12447,,95984,,,-118278173,,3101,,,,8886.0,,,60372392013000,,1031.0,,33986969,0.0,2.0,,,,349.56,,1,7,2015,12183461,13850.0,261,0100,1911.0,268496,06037,,7,,,LAR2,,060372392.013000,1,2016-04-07,,1.0,,22736.0,1031,,,,5038.0,1.0,
,,0.007,,11626,,96486,,,-117846844,,3101,,,,51584.0,,,60374005011010,,1840.0,,34151688,0.0,3.0,,,,1480.23,,1,7,2015,13032079,43834.0,261,0100,1961.0,,06037,,2,,,GDE6,,060374005.011010,2,2016-01-14,,2.0,,95418.0,1840,,,,13031.0,2.0,
,1,0.0139,,13693,,96983,,,-117652412,,1286,,,,81115.0,,444,60590422052008,,1270.0,,33462228,6.0,3.0,,,,5731.22,1,,,2015,14434814,474774.0,261,122,1973.0,,06059,,,,,,2,060590422.052008,2,2016-04-11,,2.5,,555889.0,1270,,,,1992.0,2.5,
,,0.0649,,32923,,96273,,,-117999534,,3101,,,,96562.0,,,60374312004012,1,929.0,,34122556,0.0,3.0,,,,2550.31,,1,7,2015,12974163,91606.0,261,0101,1948.0,,06037,,7,,,LCR15000*,,060374312.004012,1,2016-03-31,,1.0,1,188168.0,929,,,,9203.0,1.0,
1156,1,0.0286,,34278,,96351,,,-118949350,1,2061,,,,177000.0,,531,61110060001005,,1261.0,,34187287,5.0,3.0,,,,5442.8,,,,2015,17273972,333000.0,261,1111,1976.0,46736,06111,,,,,,2,061110060.001005,2,2016-05-17,1156,2.0,,510000.0,1261,,,,7136.0,2.0,
,,-0.001,,,,96292,,,-118121762,,3101,,,,122397.0,,,60374613001011,,1587.0,,34175680,0.0,3.0,,,,7316.5,,1,7,2015,12172043,489590.0,261,0100,1926.0,,06037,,2,,,LCR171/2,,060374613.001011,2,2016-10-07,,2.0,,611987.0,1587,,,,5052.0,2.0,
,,-0.0877,,54311,,96378,,,-118545476,,3101,,,,108781.0,,,60379203292001,,1259.0,,34408538,0.0,2.0,,,,4281.22,,1,4,2015,11167398,175566.0,269,010D,1984.0,48200,06037,,2,1,,SCUR2,,060379203.292001,2,2016-08-30,,2.0,,284347.0,1259,,,,6060.0,2.0,
,,-0.0131,,37086,,96974,,,-117721689,,1286,,,,131434.0,,0,60590626402009,,1362.0,,33565314,0.0,3.0,,,,4748.02,1,,,2015,14613772,333566.0,266,34,1989.0,,06059,,,,,,2,060590626.402009,2,2016-04-20,,2.5,,465000.0,1362,,,,3237.0,2.5,
,,0.1398,,5534,,97319,,,-118174078,,3101,,,,162284.0,,,60379010091016,1,2540.0,,34677122,0.0,4.0,,,,3256.6,,1,4,2015,11284058,54092.0,261,0101,1957.0,,06037,,2,1,,LRRA7000*,,060379010.091016,3,2016-10-31,,3.0,1,216376.0,2540,,,,23067.0,3.0,
873,1,-0.0346,,34543,,97083,,,-119217296,,2061,,,,52607.0,,0,61110015023003,,873.0,,34263909,4.0,2.0,,,,1638.6,,,,2015,17116536,96966.0,266,1129,1974.0,,06111,,,,,,1,061110015.023003,1,2016-06-20,873,1.0,,149573.0,873,,,,,1.0,
,,0.007,,12447,,96086,,,-118397012,,3101,,,,947556.0,,,60372611012003,1,5000.0,,34116335,0.0,5.0,,,,73817.35,,1,10,2015,11655734,5116812.0,261,0101,1942.0,113749,06037,,2,1,,LARE15,,060372611.012003,5,2016-08-02,,5.0,1,6064368.0,5000,,,,17678.0,5.0,
,,-0.0758,,53571,,96978,,,-117868122,,1286,,,,138502.0,,0,60590993064004,,1741.0,,33638305,0.0,3.0,,,,6784.82,,,,2015,14624711,466017.0,266,34,1984.0,,06059,,,,,,2,060590630.072013,3,2016-08-11,,3.0,,604519.0,1741,,,,,3.0,
2661,2,0.0788,,51239,,97091,,,-118902746,3,2061,,,,730281.0,666,930,61110053052042,1,4766.0,,34237263,8.0,4.0,324,,,17532.0,1,,,2015,17209482,903815.0,261,1110,1988.0,,06111,66,,,,,4,061110053.052042,4,2016-02-23,2661,4.5,1,1634096.0,4766,,,,50530.0,4.5,
,,0.138,,12447,,96023,,,-118210556,,3101,,,,111380.0,,,60371851001003,,1517.0,,34113406,0.0,3.0,,,,2851.94,,1,4,2015,11967768,112406.0,261,0100,1965.0,116774,06037,,2,,,LAR1,,060371851.001003,2,2016-06-30,,2.0,,223786.0,1517,,,,5913.0,2.0,
,,0.0649,,47019,,96291,,,-118148579,,3101,,,,156150.0,,,60374620021002,,1647.0,,34161835,0.0,4.0,,,,7560.46,,1,4,2015,12106422,473199.0,261,0100,1998.0,274695,06037,,2,1,,PSR3,,060374620.021002,2,2016-03-25,,2.0,,629349.0,1647,,,,12966.0,2.0,
,,0.1865,,15554,,96993,,,-117611484,,1286,,,,99738.0,,0,60590320531017,,1054.0,,33636625,0.0,2.0,,,,4650.12,,,,2015,14683848,223262.0,266,34,1990.0,,06059,,,,,,1,060590320.531017,2,2016-09-30,,2.0,,323000.0,1054,,,,1367.0,2.0,
,,0.1706,,9840,,96336,,,-118785893,,3101,,,,358338.0,,,60378003323000,,3670.0,,34162696,0.0,3.0,,,,7213.57,,1,4,2015,10745857,238886.0,269,010D,1987.0,,06037,,2,1,,AHRPD11.6U,,060378003.323000,3,2016-09-16,,3.0,,597224.0,3670,,,,12858.0,3.0,
,,-0.001,,12447,,96424,,,-118446458,,3101,,,,58820.0,,,60371287023007,,1553.0,,34157976,0.0,4.0,,,,4030.13,,2,7,2015,10847239,260878.0,246,0200,1948.0,27080,06037,,,,,LARD1.5,,060371287.023007,2,2016-09-30,,2.0,,319698.0,,,,1553,6136.0,2.0,
,,-0.0661,,44116,,96208,,,-118138902,,3101,,,,53300.0,,,60375542011007,,1078.0,,33886450,0.0,2.0,,,,3365.41,,1,7,2015,12442942,213200.0,261,0100,1950.0,,06037,,7,,,BFR1*,,060375542.011007,1,2016-10-28,,1.0,,266500.0,1078,,,,5171.0,1.0,
2991,1,-0.0998,,34278,,96385,,,-118845799,1,2061,,,,219000.0,,528,61110072012012,,2991.0,,34194801,9.0,4.0,,,,8718.22,,,,2015,17282812,611000.0,261,1110,1960.0,,06111,,,,,,2,061110072.012012,4,2016-01-12,2991,4.0,,830000.0,2991,,,,20000.0,4.0,
,,0.008,,5534,,97318,,,-118091441,,3101,,,,119391.0,,,60379005073022,,2548.0,,34676852,0.0,3.0,,,,2669.35,,1,4,2015,11301987,29847.0,261,0100,2004.0,,06037,,2,1,,R7000,,060379005.073022,3,2016-04-01,,3.0,,149238.0,2548,,,,7023.0,3.0,
,,-0.0121,,54311,,96401,,,-118387979,,3101,,,,175524.0,,,60379108101038,,1606.0,,34445280,0.0,3.0,,,,6332.69,,1,4,2015,11161725,153887.0,261,0100,1992.0,37739,06037,,2,1,,SCUR2,,060379108.101038,3,2016-04-14,,3.0,,329411.0,1606,,,,9635.0,3.0,
,,0.044,,12773,,96996,,,-117643248,,1286,,,,305603.0,,532,60590320381004,,2496.0,,33596288,0.0,5.0,,,,4981.48,,,,2015,14479410,221919.0,261,122,1995.0,,06059,,,,,,2,060590320.381004,3,2016-09-29,,3.0,,527522.0,2496,,,,4100.0,3.0,
,,-0.0212,,12447,,96356,,,-118528000,,3101,,,,94058.0,,,60371113012000,1,697.0,,34258200,0.0,1.0,,,,1722.42,,1,4,2015,11082051,40758.0,266,010C,1972.0,33183,06037,,2,1,,LAR3,,060371113.012000,1,2016-01-25,,1.0,1,134816.0,697,,,,197115.0,1.0,
1446,1,-0.1098,,27110,,97116,,,-118678674,1,2061,,,,190722.0,,462,61110083022031,,1446.0,,34276480,7.0,3.0,288,,,4431.36,,,,2015,17260703,190722.0,261,1111,1970.0,,06111,,,,,,2,061110083.022031,2,2016-05-02,1446,2.0,,381444.0,1446,,,,6600.0,2.0,
,,0.0305,,12447,,96222,,,-118307545,,3101,,,,38834.0,,,60372970002007,,1822.0,,33734541,0.0,3.0,,,,1326.63,,1,7,2015,12651906,59541.0,261,0100,1924.0,54300,06037,,7,,,LAR1,,060372970.002007,2,2016-08-16,,2.0,,98375.0,1822,,,,6639.0,2.0,
,,0.0779,,12447,,96006,,,-118451000,,3101,,,,55039.0,,,60372675011009,,1712.0,,34041100,0.0,2.0,,,,1627.84,,1,4,2015,11565433,68725.0,266,010C,1984.0,117954,06037,,2,1,,LAR3,,060372675.011009,3,2016-10-12,,3.0,,123764.0,1712,,,,6971.0,3.0,
,,0.0198,,8384,,97008,,,-117919000,,1286,,,,68351.0,,0,60590992272022,,702.0,,33724600,0.0,1.0,,,,1683.06,,,,2015,14728122,60925.0,266,34,1983.0,,06059,,,,,,1,060590992.272022,1,2016-05-16,,1.0,,129276.0,702,,,,,1.0,
,,0.01,,12447,,96379,,,-118552863,,3101,,,,78480.0,,,60371394021004,,1097.0,,34169994,0.0,2.0,,,,6547.55,,1,7,2015,10805583,320714.0,261,0100,1947.0,47950,06037,,7,,,LAR1,,060371394.021004,2,2016-02-16,,2.0,,399194.0,1097,,,,6843.0,2.0,
,,0.1284,,12447,,96221,,,-118267094,,3101,,,,53016.0,,,60372971201010,,2383.0,,34035324,0.0,6.0,,,,7552.11,,2,7,2015,12650702,23031.0,246,0200,1953.0,54300,06037,,,,,LAR2,,060372240.101007,3,2016-03-09,,3.0,,76047.0,,,,2383,4797.0,3.0,
1936,2,-0.1637,,13150,,97107,,,-119208067,1,2061,,,,267000.0,,658,61110029011016,,3669.0,,34222262,7.0,4.0,,,,9562.04,1,,,2015,17146329,491000.0,261,1111,2005.0,,06111,,,,,,2,061110029.011016,4,2016-04-08,1936,4.5,,758000.0,3669,,,,10561.0,4.5,
,,0.0488,,14634,,96169,,,-118054799,,3101,,,,246400.0,,,60375015011023,,1673.0,,34003299,0.0,3.0,,,,5355.45,,1,4,2015,12778893,148800.0,266,010C,1985.0,,06037,,2,1,,WHR2*,,060375015.011023,3,2016-06-30,,3.0,,395200.0,1673,,,,52219.0,3.0,
,,0.1035,,12447,,96008,,,-118274983,,3101,,,,163935.0,,,60371952022002,,1146.0,,34100438,0.0,2.0,,,,10155.85,,1,7,2015,11945477,655746.0,261,0100,1951.0,274359,06037,,2,,,LAR1,,060371952.022002,1,2016-07-07,,1.0,,819681.0,1146,,,,8630.0,1.0,
,,-0.001,,39306,,96488,,,-117965003,,3101,,,,57235.0,,,60374072002000,,1010.0,,34037574,0.0,3.0,,,,2911.5,,1,7,2015,12814821,171719.0,261,0100,1955.0,,06037,,7,,,LPR1YY,,060374072.002000,2,2016-08-05,,2.0,,228954.0,1010,,,,6157.0,2.0,
,,0.0564,,18874,,96186,,,-117935000,,1286,,,,84611.0,,0,60590014043000,,1027.0,,33931700,0.0,2.0,,,,2774.48,,,,2015,14688267,135680.0,266,34,1978.0,,06059,,,,,,2,060590014.043000,2,2016-03-18,,2.0,,220291.0,1027,,,,,2.0,
2178,1,0.0478,,26965,,97113,,,-119071498,1,2061,,,,250511.0,,486,61110008002022,,2178.0,,34357623,8.0,4.0,336,,,4799.66,,,,2015,17097715,191880.0,261,1110,1965.0,,06111,,,,,,2,061110008.002022,2,2016-03-11,2178,2.0,,442391.0,2178,,,,14450.0,2.0,
,,0.0526,,24245,,96473,,,-117917690,,3101,,,,86083.0,,,60374057013002,,1274.0,,34098442,0.0,3.0,,,,1874.31,,1,7,2015,12918939,44204.0,261,0100,1954.0,,06037,,2,1,,LCA1*,,060374057.013002,1,2016-07-26,,1.0,,130287.0,1274,,,,6201.0,1.0,
,,0.0334,,6021,,96497,,,-118107776,,3101,,,,55871.0,,,60374826001014,1,1334.0,,34044884,0.0,3.0,,,,1335.58,,1,7,2015,11857490,30572.0,261,0101,1961.0,,06037,,2,,,MPR1YY,,060374826.001014,2,2016-05-11,,2.0,1,86443.0,1334,,,,6668.0,2.0,
,1,-0.0629,,47568,,97004,,,-117903089,,1286,,,,54922.0,,496,60590741081008,,1083.0,,33719704,5.0,3.0,,,,4293.12,,,,2015,14261776,293445.0,261,122,1962.0,268055,06059,,,,,,2,060590741.081008,2,2016-04-19,,2.0,,348367.0,1083,,,,6280.0,2.0,
,1,0.0208,,33252,,97063,,,-117848372,,1286,,,,55229.0,,504,60590762011006,,1714.0,,33841471,7.0,4.0,,,,1179.86,,,,2015,14210613,24271.0,261,122,1965.0,,06059,,,13,,,2,060590762.011006,2,2016-09-06,,2.0,,79500.0,1714,,,,7000.0,2.0,
,2,-0.045,,25459,,96987,,,-117702709,,1286,,,,145580.0,,488,60590423293001,,1446.0,,33520528,6.0,2.0,,,,5958.74,1,,,2015,14411738,448420.0,261,122,1986.0,,06059,,,13,,,2,060590423.293001,2,2016-09-09,,2.5,,594000.0,1446,,,,3150.0,2.5,
,2,-0.0408,,37086,,96974,,,-117713412,,1286,,,,141889.0,,441,60590626361008,,1464.0,,33583245,7.0,3.0,,,,4162.4,1,,,2015,14385934,265905.0,261,122,1990.0,,06059,,,,,,2,060590626.361008,2,2016-05-02,,2.5,,407794.0,1464,,,,3300.0,2.5,
,,0.1026,,12447,,96020,,,-118266989,,3101,,,,74987.0,,,60371883002001,,1986.0,,34123070,0.0,3.0,,,,1846.75,,2,7,2015,11949358,66319.0,246,0200,1931.0,268010,06037,,,,,LAR1,,060371883.002001,2,2016-08-12,,2.0,,141306.0,,,,1986,4208.0,2.0,
1431,2,0.0129,,51239,,97091,,,-119000488,1,2061,,,,284616.0,,466,61110053031027,,1824.0,,34233573,7.0,3.0,348,,,6086.52,1,,,2015,17143111,284616.0,261,1111,1991.0,,06111,,,,,,2,061110053.031027,2,2016-08-29,1431,2.5,,569232.0,1824,,,,6372.0,2.5,
1018,1,0.0334,,25974,,97097,,,-118876946,1,2061,,,,206725.0,,449,61110076102004,,1018.0,,34269882,5.0,3.0,,,,4610.86,,,,2015,17201674,206725.0,261,1111,1976.0,,06111,,,,,,2,061110076.102004,2,2016-08-05,1018,2.0,,413450.0,1018,,,,4800.0,2.0,
,,0.0149,,24812,,97041,,,-117955000,,1286,,,,148920.0,,0,60590019022012,,1470.0,,33859900,0.0,2.0,,,,4380.68,1,,,2015,14712741,218272.0,266,34,1990.0,,06059,,,,,,1,060590019.022012,2,2016-11-29,,2.5,,367192.0,1470,,,,,2.5,
,,0.0109,,46298,,96237,,,-118136092,,3101,Y,,,127497.0,,,60375773004018,,912.0,14,33758578,0.0,2.0,,,,7714.67,,1,7,2015,12530979,509990.0,261,0100,1924.0,113713,06037,,7,,,LBR2S,,060375773.004018,1,2016-01-14,,1.0,,637487.0,912,,,,2707.0,1.0,
,,0.0237,,52650,,96952,,,-117717600,,1286,,,,241180.0,,0,60590524262089,,1784.0,,33695564,0.0,2.0,,,,8278.84,,,,2015,14638329,308720.0,266,1,2007.0,403196,06059,,,,,,2,060590524.262089,2,2016-11-19,,2.0,,549900.0,1784,,,,,2.0,
,,0.1458,,55753,,96103,,,-118401290,,3101,,,,85825.0,,,60376200022005,,1352.0,,33923360,0.0,2.0,,,,4940.38,,1,7,2015,11479449,343320.0,261,0100,1949.0,,06037,,7,,,ESR1YY,,060376200.022005,2,2016-04-19,,2.0,,429145.0,1352,,,,6031.0,2.0,
,,-0.0651,,12447,,96452,,,-118393000,,3101,,,,182712.0,,,60371433002003,1,1709.0,,34157100,0.0,2.0,,,,4619.92,,1,4,2015,10901569,195717.0,266,010C,1974.0,268551,06037,,2,1,,LAR3,,060371433.002003,3,2016-03-18,,3.0,1,378429.0,1709,,,,28980.0,3.0,
,2,0.0296,,54970,,97059,,,-117812388,2,1286,,1,,238562.0,,686,60590758091003,,2986.0,,33823402,9.0,5.0,,,true,5732.62,1,,,2015,14222611,263269.0,261,122,1964.0,,06059,,,,,,2,060590758.091003,2,2016-09-28,,2.5,,501831.0,2986,,,,20200.0,2.5,
,,-0.0769,,12447,,96452,,,-118393655,,3101,,,,76253.0,,,60371239022003,,1006.0,,34175145,0.0,2.0,,,,5989.08,,1,7,2015,10893343,305022.0,261,0100,1942.0,268548,06037,,7,,,LAR1,,060371239.022003,1,2016-04-08,,1.0,,381275.0,1006,,,,5700.0,1.0,
,,0.0639,,10241,,96465,,,-117960646,,3101,,,,184820.0,,,60374052031001,,2159.0,,34075025,0.0,3.0,,,,4521.73,,1,7,2015,12939778,244795.0,261,0100,1928.0,,06037,,2,1,,BPR1*,,060374052.031001,2,2016-09-06,,2.0,,429615.0,2159,,,,9709.0,2.0,
1164,1,0.0742,,27110,,97116,,,-118700571,,2061,,,,131376.0,,376,61110084013023,,1164.0,,34285929,5.0,2.0,,,,2357.52,1,,,2015,17237055,87576.0,261,1110,1959.0,,06111,,,,,,1,061110084.013023,1,2016-10-25,1164,1.5,,218952.0,1164,,,,11218.0,1.5,
,,-0.0801,,15554,,96993,,,-117587106,,1286,,,,89651.0,,0,60590320513001,,781.0,,33651023,0.0,1.0,,,,2857.36,,,,2015,14659505,122993.0,266,34,1987.0,,06059,,,,,,1,060590320.513001,1,2016-07-27,,1.0,,212644.0,781,,,,,1.0,
1586,1,-0.0661,,34543,,97083,,,-119218798,1,2061,,,,55042.0,,528,61110016021002,,1586.0,,34271415,7.0,4.0,108,,,866.24,,,,2015,17087982,16275.0,261,1111,1962.0,,06111,,,,,,2,061110016.021002,2,2016-07-13,1586,2.0,,71317.0,1586,,,,6787.0,2.0,
,,0.009,,54311,,96377,,,-118555621,,3101,,,,243877.0,,,60379201141015,,1962.0,,34436655,0.0,3.0,,,,6837.6,,1,4,2015,11115153,240613.0,261,0100,2004.0,48200,06037,,2,1,,SCSP,,060379201.141015,3,2016-02-03,,3.0,,484490.0,1962,,,,3014.0,3.0,
,,0.045,,50749,,96268,,,-118047000,,3101,,,,156129.0,,,60374307212007,,1310.0,,34128800,0.0,2.0,,,,3651.36,,1,4,2015,12139065,129586.0,269,010D,1974.0,,06037,,2,1,,ARR3*,,060374307.212007,2,2016-11-09,,2.0,,285715.0,1310,,,,138440.0,2.0,
,1,0.1007,,16764,,97025,,,-117881696,,1286,,,,82694.0,,499,60590864021019,,1434.0,,33850376,7.0,4.0,,,,5389.14,,,,2015,14129183,381306.0,261,122,1958.0,274765,06059,,,,,,2,060590864.021019,2,2016-02-16,,2.0,,464000.0,1434,,,,8800.0,2.0,
,1,0.0431,,13693,,96982,,,-117609075,,1286,,,,75570.0,,400,60590421035013,1,1094.0,,33412314,5.0,2.0,,,true,9633.56,,,,2015,14451684,734430.0,261,122,1950.0,,06059,,,,,,2,060590421.035013,1,2016-07-25,,1.0,,810000.0,1094,,,,5550.0,1.0,1
,,-0.1244,,5534,,97317,,,-118160171,,3101,,,,80714.0,,,60379008051008,,1279.0,,34701200,0.0,3.0,,,,1916.14,,1,7,2015,11278325,20171.0,261,0100,1955.0,,06037,,2,,,LRRA7000*,,060379008.051008,2,2016-07-01,,2.0,,100885.0,1279,,,,8225.0,2.0,
2692,1,-0.0101,,41673,,96384,,,-118873756,2,2061,,,,260000.0,,516,61110059111005,,2692.0,,34175427,7.0,3.0,368,,,8119.74,1,,,2015,17285532,485000.0,261,1111,1979.0,,06111,,,,,,2,061110059.111005,2,2016-06-30,2692,2.5,,745000.0,2692,,,,12515.0,2.5,
,,0.006,,53636,,96193,,,-118101715,,3101,,,,87491.0,,,60375519003001,,943.0,,33916621,0.0,2.0,,,,2688.32,,1,7,2015,12744074,108112.0,261,0100,1938.0,,06037,,7,,,NOR1*,,060375519.003001,1,2016-05-26,,1.0,,195603.0,943,,,,5535.0,1.0,
,,0.0227,,46298,,96246,,,-118162927,,3101,,,,80500.0,,,60375768011002,,1002.0,,33774153,0.0,2.0,,,,4794.02,,1,7,2015,12543426,320500.0,261,0100,1918.0,416310,06037,,7,,,LBR1N,,060375768.011002,1,2016-03-11,,1.0,,401000.0,1002,,,,3403.0,1.0,
,,0.0139,,52650,,96943,,,-117816239,,1286,,,,509791.0,,615,60590525155001,,2921.0,,33694786,0.0,4.0,,,,16119.78,1,,,2015,14290610,558209.0,261,1,2006.0,275979,06059,,,,,,2,060590525.155001,2,2016-08-09,,2.5,,1068000.0,2921,,,,5014.0,2.5,
900,1,-0.0243,,51239,,97091,,,-119027000,,2061,,,,109000.0,,0,61110056003011,,900.0,,34211800,4.0,2.0,,,,3330.52,,,,2015,17188620,204000.0,266,1129,2006.0,,06111,,,,,,1,061110056.003011,2,2016-04-19,900,2.0,,313000.0,900,,,,,2.0,
1756,1,-0.0758,,27110,,97116,,,-118669231,1,2061,,,,128073.0,,462,61110083021002,1,1756.0,,34276609,8.0,4.0,816,,,1958.72,,,,2015,17261372,22095.0,261,1111,1972.0,,06111,,,,,,2,061110083.021002,2,2016-08-17,1756,2.0,1,150168.0,1756,,,,7242.0,2.0,
,1,0.004,,46314,,96218,,,-118065255,,1286,,,,59985.0,,420,60591101082005,1,1988.0,,33812504,8.0,4.0,,,,1448.52,,,,2015,14109180,30978.0,261,122,1966.0,,06059,,,,,,2,060591101.082005,2,2016-05-23,,2.0,1,90963.0,1988,,,,6843.0,2.0,
,,-0.0131,,12447,,96339,,,-118628412,,3101,,,,105533.0,,,60371344232013,,1256.0,,34209708,0.0,3.0,,,,5427.27,,1,7,2015,10717081,331526.0,261,0100,1961.0,268588,06037,,2,,,LARS,,060371344.232013,2,2016-06-07,,2.0,,437059.0,1256,,,,7527.0,2.0,
